,Title,Published_date,Views,Likes,Comments,Month
1042,Thevenin's Theorem (Problem 6),2020-04-04,36494,398,56,Apr
1043,Round Trip Time (RTT),2020-04-04,87899,1296,30,Apr
1044,Loops in Java (Exercise 12),2020-04-04,29725,496,30,Apr
1045,Brain Teaser 7 | Can You Open This Lock?,2020-04-03,91219,277,231,Apr
1046,Data Structure Definition & Advantages,2020-04-03,211980,3230,60,Apr
1047,Delay (Solved Problem),2020-04-03,71598,913,10,Apr
1048,Loops in Java (Exercise 11),2020-04-03,22201,360,10,Apr
1049,Thevenin's Theorem (Problem 5),2020-04-02,45222,447,11,Apr
1050,Bandwidth Delay Product,2020-04-02,59023,956,31,Apr
1051,Loops in Java (Exercise 10),2020-04-02,23758,386,44,Apr
1052,Data Types vs. Abstract Data Types,2020-04-01,462866,8696,144,Apr
1053,Latency (Simulation),2020-04-01,42915,774,23,Apr
1054,Loops in Java (Exercise 9),2020-03-31,21386,339,19,Mar
1055,Latency,2020-03-31,75497,1421,31,Mar
1056,Introduction to Data Structures,2020-03-30,1172744,15473,403,Mar
1057,Network Performance,2020-03-30,101726,1968,48,Mar
1058,Process Synchronization | Chapter-6 | Operating System,2020-03-29,31369,187,86,Mar
1059,Loops in Java (Exercise 8),2020-03-29,22526,358,13,Mar
1060,Cyclic Redundancy Check (Solved Problem),2020-03-29,78076,1186,29,Mar
1061,Loops in Java (Exercise 7),2020-03-28,26376,415,34,Mar
1062,Cyclic Redundancy Check (CRC) - Part 2,2020-03-28,257014,3914,120,Mar
1063,Loops in Java (Exercise 6),2020-03-27,27162,415,24,Mar
1064,Cyclic Redundancy Check (CRC) - Part 1,2020-03-27,526788,7641,329,Mar
1065,Thevenin's Theorem (Problem 4),2020-03-26,75738,878,35,Mar
1066,Loops in Java (Exercise 5),2020-03-26,32707,525,30,Mar
1067,Checksum,2020-03-26,578843,10585,230,Mar
1068,Loops in Java (Exercise 4),2020-03-25,37827,520,40,Mar
1069,Longitudinal Redundancy Check (LRC),2020-03-25,177230,2757,92,Mar
1070,Loops in Java (Exercise 3),2020-03-24,43096,644,27,Mar
1071,Vertical Redundancy Check (VRC),2020-03-24,172878,2762,69,Mar
1072,Loops in Java (Exercise 2),2020-03-23,50157,828,27,Mar
1073,Error Detection,2020-03-23,279415,4298,59,Mar
1074,Loops in Java (Exercise 1),2020-03-22,94790,1795,49,Mar
1075,Digital Data Communications Message Protocol (DDCMP),2020-03-22,48050,735,7,Mar
1076,Break and Continue Keywords in Java,2020-03-21,53685,1071,28,Mar
1077,Point-to-Point Protocol (PPP),2020-03-21,169954,2572,38,Mar
1078,Nested Loops in Java,2020-03-20,195446,4794,215,Mar
1079,Binary Synchronous Communications Protocol (BISYNC),2020-03-20,70158,984,21,Mar
1080,The For Loop in Java,2020-03-19,106086,1971,57,Mar
1081,The Do While Loop in Java,2020-03-18,77707,1326,38,Mar
1082,Thevenin's Theorem (Problem 3),2020-03-18,107535,1179,19,Mar
1083,High-Level Data Link Control (HDLC),2020-03-18,227983,3408,41,Mar
1084,While Loop – Exercise,2020-03-17,49561,829,39,Mar
1085,Framing (Part 3),2020-03-17,116151,1624,25,Mar
1086,The While Loop in Java,2020-03-16,83179,1441,35,Mar
1087,Framing (Part 2),2020-03-16,132996,2068,35,Mar
1088,if-else Statement (Exercise 2),2020-03-15,33642,622,49,Mar
1089,Framing (Part 1),2020-03-15,201871,2912,35,Mar
1090,Thevenin's Theorem with Dependent Sources,2020-03-14,295603,3629,77,Mar
1091,if-else Statement (Exercise 1),2020-03-14,42279,686,45,Mar
1092,switch vs. if-else in Java,2020-03-13,64707,1148,32,Mar
1093,switch Statement in Java,2020-03-12,110581,1688,53,Mar
1094,Sub-layers of the Data Link Layer,2020-03-12,154534,2470,56,Mar
1095,Nested if-else Statements in Java,2020-03-11,54310,798,19,Mar
1096,Link Layer Services,2020-03-10,183116,2653,29,Mar
1097,if-else Statement in Java,2020-03-10,55636,773,12,Mar
1098,Line Configuration,2020-03-09,79282,1302,21,Mar
1099,if Statement – Exercise,2020-03-09,35110,528,18,Mar
1100,Thevenin's Theorem (Problem 1),2020-03-08,146424,1489,30,Mar
1101,if Statement in Java,2020-03-08,57187,860,31,Mar
1102,Physical Layer and Media (Part 3),2020-03-07,80991,1411,23,Mar
1103,Conditional Operator in Java,2020-03-07,48487,952,23,Mar
1104,Physical Layer and Media (Part 2),2020-03-06,86104,1332,19,Mar
1105,Logical Operators in Java,2020-03-06,51575,938,21,Mar
1106,Thevenin's Theorem,2020-03-05,641618,10762,164,Mar
1107,Relational Operators in Java,2020-03-05,38972,679,9,Mar
1108,The Division Operator (Examples),2020-03-04,27157,509,15,Mar
1109,Superposition Theorem (Problem 4),2020-03-03,46729,419,6,Mar
1110,Physical Layer and Media (Part 1),2020-03-03,132569,2081,33,Mar
1111,The Division Operator in Java,2020-03-03,34904,589,15,Mar
1112,Casting in Java,2020-03-02,78290,1794,49,Mar
1113,Superposition Theorem (Problem 3),2020-03-01,58157,524,19,Mar
1114,Network Devices (Solved Questions),2020-03-01,75892,1645,54,Mar
1115,Increment and Decrement Operators in Java,2020-03-01,63700,1331,52,Mar
1116,Arithmetic Operators in Java,2020-02-29,51165,872,17,Feb
1117,Superposition Theorem (Problem 2),2020-02-28,119838,1174,21,Feb
1118,The Assignment Operator in Java,2020-02-28,56970,986,14,Feb
1119,Network Devices,2020-02-27,221958,3589,50,Feb
1120,Literals in Java,2020-02-27,51445,894,32,Feb
1121,Basics of Bridge,2020-02-26,124710,2022,36,Feb
1122,Superposition Theorem with Dependent Sources,2020-02-26,211197,2463,60,Feb
1123,Java Exercise – Name and Age,2020-02-26,95068,1137,36,Feb
1124,Basics of Cisco Packet Tracer (Part 5) | Repeater,2020-02-25,184437,2747,80,Feb
1125,Java Exercise – Favorite Number,2020-02-25,43074,759,35,Feb
1126,Superposition Theorem,2020-02-24,636649,9740,146,Feb
1127,Reading Input From the Keyboard in Java,2020-02-24,74127,1177,48,Feb
1128,Introduction to Network Theorems,2020-02-23,187587,2405,70,Feb
1129,The Scanner Class in Java,2020-02-23,189309,3913,150,Feb
1130,Neso Academy Live Stream,2020-02-23,0,0,0,Feb
1131,Strings are Immutable in Java,2020-01-17,65322,1363,46,Jan
1132,Instantiating a String Object,2020-01-16,51947,995,31,Jan
1133,Primitive Types and Reference Types in Java,2020-01-15,105609,3027,121,Jan
1134,Concatenating Strings in Java,2020-01-14,75435,1318,30,Jan
1135,Basics of Cisco Packet Tracer (Part 4) | Router,2020-01-02,541182,7657,249,Jan
1136,Calling String Methods in Java,2019-12-31,72123,1277,43,Dec
1137,The String Data Type in Java,2019-12-28,65119,1013,29,Dec
1138,Basics of Router,2019-12-26,182710,3498,73,Dec
1139,The boolean Data Type in Java,2019-12-23,81996,1498,41,Dec
1140,The char Data Type in Java,2019-12-22,71964,1294,37,Dec
1141,Basics of Cisco Packet Tracer (Part 3) | Switch,2019-12-21,294119,5031,121,Dec
1142,The double and float Data Types in Java,2019-12-19,70294,1211,37,Dec
1143,Bytes and Values in Java,2019-12-18,60989,1104,36,Dec
1144,Basics of Cisco Packet Tracer (Part 2) | Hub,2019-12-17,409290,7068,146,Dec
1145,Integers Data Types in Java - Practice,2019-12-16,64786,1065,20,Dec
1146,"The byte, short, and long Data Types in Java",2019-12-15,70887,1296,25,Dec
1147,Basics of Cisco Packet Tracer (Part 1),2019-12-14,974539,14706,275,Dec
1148,The int Data Type in Java,2019-12-13,55627,938,19,Dec
1149,Introduction to Data Types in Java,2019-12-12,72109,1203,19,Dec
1150,Identifiers in Java,2019-12-11,80750,1481,48,Dec
1151,Constants in Java,2019-12-10,86127,1568,37,Dec
1152,Basic Networking Commands (Part 1),2019-12-10,1452264,26384,329,Dec
1153,Variables in Java - Practice,2019-12-09,86494,1365,30,Dec
1154,Introduction to Variables in Java,2019-12-08,108004,1955,44,Dec
1155,The TCP/IP Protocol Suite,2019-12-06,382238,6397,416,Dec
1156,Java Basics - An Overview,2019-12-06,79940,1352,30,Dec
1157,Java Exercise - Creating Classes & Methods,2019-12-05,96008,1686,63,Dec
1158,Type Faster in IntelliJ,2019-12-04,74361,1851,50,Dec
1159,Programming Errors,2019-12-03,86620,1606,43,Dec
1160,Programming Styles,2019-12-03,82794,1368,27,Dec
1161,Command Line Arguments in Java,2019-12-02,246752,4395,124,Dec
1162,The void Return Type in Java,2019-12-02,117335,2247,55,Dec
1163,Addressing in Networking,2019-12-02,211756,4065,169,Dec
1164,"public, private, and static in Java",2019-12-01,184031,3875,93,Dec
1165,"Java Packages, Classes, and Methods",2019-11-30,210866,3365,113,Nov
1166,Our First Java Project,2019-11-29,180349,2429,56,Nov
1167,The OSI Reference Model (Part 4),2019-11-28,175502,3611,77,Nov
1168,"Creating, Compiling, & Executing a Java Program",2019-11-27,204402,3046,129,Nov
1169,Sinusoidal Steady-State (Solved Question 6),2019-11-27,13883,133,19,Nov
1170,RMS & Average Values of Standard Waveforms,2019-11-27,129941,1607,34,Nov
1171,The OSI Reference Model (Part 3),2019-11-26,266336,4948,91,Nov
1172,Configuring our Java Development Environment,2019-11-26,179186,1986,73,Nov
1173,Displaying Numbers in Java,2019-11-25,144261,2043,47,Nov
1174,Displaying Messages in Java,2019-11-25,211732,3557,143,Nov
1175,Anatomy of Java Program,2019-11-24,271251,4920,119,Nov
1176,Introduction to Java Programming,2019-11-24,303698,4644,99,Nov
1177,The OSI Reference Model (Part 2),2019-11-24,343083,5522,90,Nov
1178,Programs and Programming Languages,2019-11-23,321737,5215,129,Nov
1179,Why take this Java Course?,2019-11-23,756314,10446,308,Nov
1180,The OSI Reference Model (Part 1),2019-11-21,510335,7799,599,Nov
1181,Layering in Computer Networks,2019-11-20,242125,3895,60,Nov
1182,Switching Techniques in Computer Networks,2019-11-19,576037,12184,295,Nov
1183,Basics of Port Addressing,2019-11-18,203693,4345,137,Nov
1184,Basics of MAC Addressing,2019-11-17,256019,4645,110,Nov
1185,Sinusoidal Steady-State (Solved Question 5),2019-11-16,12567,142,23,Nov
1186,Basics of IP Addressing,2019-11-16,342544,5452,81,Nov
1187,Network Topology (Solved Questions),2019-11-10,215994,3647,206,Nov
1188,Network Topology,2019-11-09,759925,13454,282,Nov
1189,Classification of Computer Networks,2019-11-08,417780,6866,100,Nov
1190,Components of a Computer Network,2019-11-07,320169,5466,115,Nov
1191,Network Protocols & Communications (Part 2),2019-11-06,341507,5517,121,Nov
1192,Network Protocols & Communications (Part 1),2019-11-05,668213,10606,179,Nov
1193,Computer Networks - Basic Characteristics,2019-11-04,508037,7343,127,Nov
1194,Introduction to Computer Networks,2019-11-03,1602998,17616,419,Nov
1195,Scheduling Algorithms – Solved Problems,2019-10-27,56571,863,67,Oct
1196,Multilevel Feedback-Queue Scheduling Algorithm,2019-10-26,98154,1782,38,Oct
1197,Multilevel Queue Scheduling Algorithm,2019-10-24,124499,1980,34,Oct
1198,Round Robin Scheduling - Solved Problem (Part 2),2019-10-17,88007,1011,32,Oct
1199,Round Robin Scheduling - Solved Problem (Part 1),2019-10-16,269630,2868,60,Oct
1200,Structures & Unions in C (Solved Problem),2019-10-15,53736,1008,109,Oct
1201,Program to Find Area of Rectangle Using Structures,2019-10-14,53453,1006,33,Oct
1202,Sinusoidal Steady-State (Solved Question 4),2019-10-10,14524,138,17,Oct
1203,Enumerations in C,2019-10-09,147869,3740,91,Oct
1204,Round Robin Scheduling (Turnaround Time & Waiting Time),2019-10-08,232098,2780,49,Oct
1205,Application of Unions (Part 2),2019-10-07,53280,1162,46,Oct
1206,Application of Unions (Part 1),2019-10-06,78981,1777,97,Oct
1207,Scheduling Algorithms - Round Robin Scheduling,2019-10-03,182348,2711,41,Oct
1208,Sinusoidal Steady-State (Solved Question 3),2019-10-01,18516,195,15,Oct
1209,Priority Scheduling (Solved Problem 2),2019-09-30,110249,1241,56,Sep
1210,Priority Scheduling (Solved Problem 1),2019-09-29,209304,2201,38,Sep
1211,Scheduling Algorithms - Priority Scheduling,2019-09-25,152909,2206,39,Sep
1212,Unions in C (Solved Problem 1),2019-09-24,60880,945,41,Sep
1213,Introduction to Unions in C,2019-09-23,202771,4971,105,Sep
1214,Structures in C (Solved Problem 3),2019-09-22,59584,1085,13,Sep
1215,Structures in C (Solved Problem 2),2019-09-21,76025,1400,59,Sep
1216,Structures in C (Solved Problem 1),2019-09-20,84117,1148,20,Sep
1217,Structure Packing in C,2019-09-19,95639,1723,42,Sep
1218,Structure Padding in C,2019-09-18,194296,5009,232,Sep
1219,Pointer to Structure Variable,2019-09-17,165361,2896,58,Sep
1220,Declaring an Array of Structure,2019-09-16,139371,2203,40,Sep
1221,Designated Initialization in Structures,2019-09-15,100399,1514,28,Sep
1222,Shortest Job First Scheduling (Solved Problem 2),2019-09-15,109491,1133,22,Sep
1223,Initializing & Accessing the Structure Members,2019-09-14,136486,2101,27,Sep
1224,Shortest Job First Scheduling (Solved Problem 1),2019-09-14,216912,2237,44,Sep
1225,Structure Types (Using typedef),2019-09-13,205979,3988,78,Sep
1226,Scheduling Algorithms - Shortest Job First (SJF),2019-09-12,247286,3482,73,Sep
1227,Structure Types (Using Structure Tags),2019-09-11,182528,2936,60,Sep
1228,Sinusoidal Steady-State (Solved Question 2),2019-09-11,18833,214,54,Sep
1229,Declaring Structure Variables,2019-09-10,228357,3763,71,Sep
1230,First Come First Served Scheduling (Solved Problem 2),2019-09-10,129656,1530,31,Sep
1231,Introduction to Structures in C,2019-09-09,312796,5135,68,Sep
1232,First Come First Served Scheduling (Solved Problem 1),2019-09-08,365459,4677,114,Sep
1233,Application of Function Pointers in C,2019-09-07,108370,2199,75,Sep
1234,Function Pointers in C,2019-09-06,212582,4640,175,Sep
1235,Practice Sheet-2 | Two-Port Networks | Network Theory,2019-09-06,15204,147,18,Sep
1236,Scheduling Algorithms - First Come First Served (FCFS),2019-09-05,246823,3765,66,Sep
1237,Strings (Solved Problem 6),2019-09-04,40571,749,39,Sep
1238,Sinusoidal Steady-State (Solved Question 1),2019-09-04,32527,307,46,Sep
1239,Strings (Solved Problem 5),2019-09-03,45460,924,42,Sep
1240,Strings (Solved Problem 4),2019-09-02,46950,903,41,Sep
1241,Strings (Solved Problem 3),2019-09-01,50265,1053,59,Sep
1242,Scheduling Criteria,2019-08-30,142724,2558,51,Aug
1243,Strings (Solved Problem 2),2019-08-29,61728,1044,29,Aug
1244,Phasor Diagram of Parallel RLC Circuit,2019-08-28,89216,1172,39,Aug
1245,Array of Strings,2019-08-28,125533,2168,182,Aug
1246,String Comparison Function - strcmp(),2019-08-27,114978,1916,41,Aug
1247,Phasor Diagram of Parallel RC Circuit,2019-08-27,39900,480,21,Aug
1248,String Concatenate Functions - strcat() & strncat(),2019-08-26,89926,1547,34,Aug
1249,Preemptive and Non-Preemptive Scheduling,2019-08-25,216017,3790,90,Aug
1250,String Length Function - strlen(),2019-08-24,89177,1442,32,Aug
1251,C String Library and String Copy Function - strcpy(),2019-08-21,128041,2181,99,Aug
1252,Strings (Solved Problem 1),2019-08-20,71291,1078,22,Aug
1253,Phasor Diagram of Parallel RL Circuit,2019-08-20,52583,689,15,Aug
1254,putchar() Function in C,2019-08-19,94356,1476,36,Aug
1255,Designing The Input Function using getchar(),2019-08-18,117859,1962,62,Aug
1256,Phasor Diagram of Series RLC Circuit,2019-08-18,126158,1665,27,Aug
1257,CPU and I/O Burst Cycles,2019-08-17,150011,2523,48,Aug
1258,Neso Academy's Forum,2019-08-17,9094,62,6,Aug
1259,Introduction to CPU Scheduling,2019-08-14,274346,4139,46,Aug
1260,Phasor Diagram of Series RC Circuit,2019-08-10,57366,716,16,Aug
1261,Phasor Diagram of Series RL Circuit,2019-08-09,93574,1258,24,Aug
1262,Power Triangle (Solved Problem),2019-08-08,20760,238,6,Aug
1263,Power Triangle,2019-08-07,44759,506,12,Aug
1264,Threading Issues (Thread Cancellation),2019-08-06,67455,1159,16,Aug
1265,Complex Power (Solved Problem),2019-08-03,26555,297,19,Aug
1266,Complex Power & Reactive Power,2019-08-02,67384,907,15,Aug
1267,Power Factor (Solved Problem),2019-07-31,39089,419,75,Jul
1268,Apparent Power & Power Factor,2019-07-29,54374,662,13,Jul
1269,RMS Value (Solved Problem),2019-07-28,33636,395,92,Jul
1270,Threading Issues [fork() & exec() System Calls],2019-07-26,96194,1394,19,Jul
1271,fork() and exec() System Calls,2019-07-25,322184,6069,156,Jul
1272,Root Mean Square (RMS) Value,2019-07-22,36468,461,18,Jul
1273,Reading Strings using scanf and gets Functions,2019-07-21,140866,2334,59,Jul
1274,Writing Strings using printf and puts Functions,2019-07-20,113963,1777,35,Jul
1275,Declaring and Initializing String Variables,2019-07-19,161004,2744,68,Jul
1276,Average Power in AC Circuits (Solved Problem 2),2019-07-19,49270,654,63,Jul
1277,String Literal vs. Character Constant,2019-07-18,113157,1711,27,Jul
1278,Performing Operations on String Literals,2019-07-17,144827,1968,44,Jul
1279,Storing the String Literals,2019-07-16,147692,2065,26,Jul
1280,Basics of String Literals,2019-07-14,229257,3269,46,Jul
1281,Average Power in AC Circuits (Solved Problem 1),2019-07-14,55409,613,36,Jul
1282,Pointers (Program 9),2019-07-13,51393,1028,48,Jul
1283,Pointers (Program 8),2019-07-12,54617,1126,57,Jul
1284,Average Power in AC Circuits,2019-07-12,78797,919,23,Jul
1285,Pointers (Program 7),2019-07-05,56147,1080,41,Jul
1286,Pointers (Program 6),2019-07-04,56647,1101,51,Jul
1287,Pointers (Program 5),2019-06-30,58852,1012,29,Jun
1288,Pointer Pointing to an Entire Array (Solved Problem),2019-06-29,84975,1565,66,Jun
1289,Pointer Pointing to an Entire Array,2019-06-28,170340,3538,101,Jun
1290,Pointers (Program 4),2019-06-23,66102,1100,73,Jun
1291,Pointers (Program 3),2019-06-22,85635,1288,81,Jun
1292,Processing the Multidimensional Array Elements (or) Address Arithmetic of Multidimensional Arrays,2019-06-18,120659,2803,445,Jun
1293,Using Pointers to Print 2D Arrays,2019-06-13,143440,2246,64,Jun
1294,Passing Array as an Argument to a Function,2019-06-12,210430,3221,80,Jun
1295,Pointers (Program 2) | Reverse a Series of Numbers using Pointers,2019-06-11,104781,1629,64,Jun
1296,Using Array Name as a Pointer,2019-06-08,139971,2774,43,Jun
1297,Pointers (Program 1) | Sum of Array Elements using Pointers,2019-06-07,124991,1927,51,Jun
1298,Pointer Arithmetic (Comparing the Pointers),2019-06-06,108329,1829,400,Jun
1299,Pointer Arithmetic (Increment & Decrement),2019-06-05,133078,2361,64,Jun
1300,Pointer Arithmetic (Subtraction),2019-06-04,128379,2455,73,Jun
1301,Multithreading Models & Hyperthreading,2019-05-30,209703,3746,86,May
1302,Pointer Arithmetic (Addition),2019-05-28,192631,3640,337,May
1303,Introduction to Threads,2019-05-24,539512,8908,141,May
1304,Pointers (Important Questions),2019-05-17,274850,5941,129,May
